city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,city_ascii_lower
São Paulo,Sao Paulo,-23.55,-46.6333,Brazil,BR,BRA,São Paulo,admin,23086000.0,1076532519,sao paulo
Rio de Janeiro,Rio De Janeiro,-22.9111,-43.2056,Brazil,BR,BRA,Rio de Janeiro,admin,12592000.0,1076887657,rio de janeiro
Belo Horizonte,Belo Horizonte,-19.9167,-43.9333,Brazil,BR,BRA,Minas Gerais,admin,5328000.0,1076967355,belo horizonte
Brasília,Brasilia,-15.7939,-47.8828,Brazil,BR,BRA,Distrito Federal,primary,3039444.0,1076144436,brasilia
Salvador,Salvador,-12.9747,-38.4767,Brazil,BR,BRA,Bahia,admin,2886698.0,1076923789,salvador
Fortaleza,Fortaleza,-3.7275,-38.5275,Brazil,BR,BRA,Ceará,admin,2452185.0,1076567885,fortaleza
Manaus,Manaus,-3.1,-60.0167,Brazil,BR,BRA,Amazonas,admin,2219580.0,1076607274,manaus
Santos,Santos,-23.9369,-46.325,Brazil,BR,BRA,São Paulo,,1897551.0,1076033299,santos
Curitiba,Curitiba,-25.4297,-49.2711,Brazil,BR,BRA,Paraná,admin,1879355.0,1076701712,curitiba
Recife,Recife,-8.05,-34.9,Brazil,BR,BRA,Pernambuco,admin,1653461.0,1076137337,recife
Belém,Belem,-1.4558,-48.5039,Brazil,BR,BRA,Pará,admin,1499641.0,1076646823,belem
Porto Alegre,Porto Alegre,-30.0331,-51.23,Brazil,BR,BRA,Rio Grande do Sul,admin,1484941.0,1076658221,porto alegre
Goiânia,Goiania,-16.6667,-49.25,Brazil,BR,BRA,Goiás,admin,1393575.0,1076034054,goiania
Guarulhos,Guarulhos,-23.4628,-46.5328,Brazil,BR,BRA,São Paulo,,1324781.0,1076730420,guarulhos
Campinas,Campinas,-22.9058,-47.0608,Brazil,BR,BRA,São Paulo,,1213792.0,1076145766,campinas
Vila Velha,Vila Velha,3.2167,-51.2167,Brazil,BR,BRA,Amapá,,1209091.0,1076575691,vila velha
São Luís,Sao Luis,-2.5283,-44.3044,Brazil,BR,BRA,Maranhão,admin,1108975.0,1076819308,sao luis
São Gonçalo,Sao Goncalo,-22.8269,-43.0539,Brazil,BR,BRA,Rio de Janeiro,,1077687.0,1076485783,sao goncalo
Maceió,Maceio,-9.6658,-35.735,Brazil,BR,BRA,Alagoas,admin,1025360.0,1076440479,maceio
Natal,Natal,-6.9838,-60.2699,Brazil,BR,BRA,Amazonas,,980588.0,1076336975,natal
Teresina,Teresina,-5.0949,-42.8042,Brazil,BR,BRA,Piauí,admin,953172.0,1076727667,teresina
Campo Grande,Campo Grande,-20.4839,-54.615,Brazil,BR,BRA,Mato Grosso do Sul,admin,906092.0,1076660445,campo grande
Iguaçu,Iguacu,-22.74,-43.47,Brazil,BR,BRA,Rio de Janeiro,,844583.0,1076339714,iguacu
São Bernardo do Campo,Sao Bernardo Do Campo,-23.7,-46.55,Brazil,BR,BRA,São Paulo,,816925.0,1076793227,sao bernardo do campo
João Pessoa,Joao Pessoa,-7.12,-34.88,Brazil,BR,BRA,Paraíba,admin,801718.0,1076922014,joao pessoa
Abaeté,Abaete,-19.1583,-45.4522,Brazil,BR,BRA,Minas Gerais,,800000.0,1076413528,abaete
São José dos Campos,Sao Jose Dos Campos,-23.1789,-45.8869,Brazil,BR,BRA,São Paulo,,729737.0,1076783887,sao jose dos campos
Santo André,Santo Andre,-23.6572,-46.5333,Brazil,BR,BRA,São Paulo,,721368.0,1076625886,santo andre
Jaboatão,Jaboatao,-8.1803,-35.0014,Brazil,BR,BRA,Pernambuco,,702621.0,1076000699,jaboatao
Ribeirão Prêto,Ribeirao Preto,-21.1783,-47.8067,Brazil,BR,BRA,São Paulo,,711825.0,1076524478,ribeirao preto
Osasco,Osasco,-23.5328,-46.7919,Brazil,BR,BRA,São Paulo,,694844.0,1076786452,osasco
Contagem,Contagem,-19.9319,-44.0539,Brazil,BR,BRA,Minas Gerais,,648766.0,1076845191,contagem
Sorocaba,Sorocaba,-23.5017,-47.4581,Brazil,BR,BRA,São Paulo,,644919.0,1076758708,sorocaba
Aracaju,Aracaju,-10.9167,-37.05,Brazil,BR,BRA,Sergipe,admin,632744.0,1076527830,aracaju
Feira de Santana,Feira De Santana,-12.25,-38.95,Brazil,BR,BRA,Bahia,,617528.0,1076892244,feira de santana
Uberlândia,Uberlandia,-18.9231,-48.2886,Brazil,BR,BRA,Minas Gerais,,604013.0,1076495001,uberlandia
Cuiabá,Cuiaba,-15.5958,-56.0969,Brazil,BR,BRA,Mato Grosso,admin,585367.0,1076112309,cuiaba
Juiz de Fora,Juiz De Fora,-21.7619,-43.3494,Brazil,BR,BRA,Minas Gerais,,573285.0,1076006144,juiz de fora
Londrina,Londrina,-23.31,-51.1628,Brazil,BR,BRA,Paraná,,548249.0,1076723241,londrina
Ananindeua,Ananindeua,-1.3658,-48.3719,Brazil,BR,BRA,Pará,,540410.0,1076025295,ananindeua
Joinvile,Joinvile,-26.3204,-48.8437,Brazil,BR,BRA,Santa Catarina,,515288.0,1076050637,joinvile
Macapá,Macapa,0.033,-51.0653,Brazil,BR,BRA,Amapá,admin,512902.0,1076189884,macapa
Niterói,Niteroi,-22.8833,-43.1036,Brazil,BR,BRA,Rio de Janeiro,,496696.0,1076501425,niteroi
Serra,Serra,-20.1289,-40.3078,Brazil,BR,BRA,Espírito Santo,,485376.0,1076191325,serra
Florianópolis,Florianopolis,-27.6122,-48.4853,Brazil,BR,BRA,Santa Catarina,admin,477798.0,1076190259,florianopolis
São José do Rio Prêto,Sao Jose Do Rio Preto,-20.8081,-49.3811,Brazil,BR,BRA,São Paulo,,469173.0,1076760827,sao jose do rio preto
Campos,Campos,-21.7539,-41.3239,Brazil,BR,BRA,Rio de Janeiro,,463731.0,1076606365,campos
Mauá,Maua,-23.6678,-46.4608,Brazil,BR,BRA,São Paulo,,453286.0,1076477498,maua
Mogi das Cruzes,Mogi Das Cruzes,-23.5228,-46.1878,Brazil,BR,BRA,São Paulo,,450785.0,1076857883,mogi das cruzes
Diadema,Diadema,-23.6861,-46.6106,Brazil,BR,BRA,São Paulo,,426757.0,1076867279,diadema
Caxias do Sul,Caxias Do Sul,-29.1667,-51.1833,Brazil,BR,BRA,Rio Grande do Sul,,435564.0,1076809957,caxias do sul
Porto Velho,Porto Velho,-8.7619,-63.9039,Brazil,BR,BRA,Rondônia,admin,428527.0,1076045591,porto velho
Boa Vista,Boa Vista,2.8194,-60.6714,Brazil,BR,BRA,Roraima,admin,419652.0,1076621300,boa vista
Carapicuíba,Carapicuiba,-23.5192,-46.8358,Brazil,BR,BRA,São Paulo,,403183.0,1076874103,carapicuiba
Rio Branco,Rio Branco,-9.9747,-67.81,Brazil,BR,BRA,Acre,admin,413418.0,1076391263,rio branco
Campina Grande,Campina Grande,-7.2306,-35.8811,Brazil,BR,BRA,Paraíba,,405072.0,1076218697,campina grande
Maringá,Maringa,-23.4,-51.9167,Brazil,BR,BRA,Paraná,,403063.0,1076013378,maringa
Jundiaí,Jundiai,-23.1858,-46.8839,Brazil,BR,BRA,São Paulo,,401896.0,1076998392,jundiai
Olinda,Olinda,-8.0,-34.8833,Brazil,BR,BRA,Pernambuco,,393115.0,1076784718,olinda
Piracicaba,Piracicaba,-22.7253,-47.6492,Brazil,BR,BRA,São Paulo,,391449.0,1076166252,piracicaba
Betim,Betim,-19.9678,-44.1978,Brazil,BR,BRA,Minas Gerais,,378089.0,1076953384,betim
Caucaia,Caucaia,-3.7167,-38.65,Brazil,BR,BRA,Ceará,,368918.0,1076870058,caucaia
Bauru,Bauru,-22.315,-49.0608,Brazil,BR,BRA,São Paulo,,366992.0,1076905338,bauru
Anápolis,Anapolis,-16.3339,-48.9519,Brazil,BR,BRA,Goiás,,366491.0,1076208869,anapolis
Blumenau,Blumenau,-26.9333,-49.05,Brazil,BR,BRA,Santa Catarina,,361855.0,1076618665,blumenau
Montes Claros,Montes Claros,-16.7306,-43.8639,Brazil,BR,BRA,Minas Gerais,,361915.0,1076113275,montes claros
Vitória,Vitoria,-20.2889,-40.3083,Brazil,BR,BRA,Espírito Santo,admin,355875.0,1076376829,vitoria
Franca,Franca,-20.5389,-47.4008,Brazil,BR,BRA,São Paulo,,358539.0,1076740256,franca
São Vicente,Sao Vicente,-23.9633,-46.3922,Brazil,BR,BRA,São Paulo,,355542.0,1076857089,sao vicente
Itaquaquecetuba,Itaquaquecetuba,-23.4864,-46.3486,Brazil,BR,BRA,São Paulo,,352801.0,1076942224,itaquaquecetuba
Cariacica,Cariacica,-20.2639,-40.42,Brazil,BR,BRA,Espírito Santo,,348738.0,1076479479,cariacica
Caruaru,Caruaru,-8.2828,-35.9758,Brazil,BR,BRA,Pernambuco,,347088.0,1076397475,caruaru
Vitória da Conquista,Vitoria Da Conquista,-14.8658,-40.8389,Brazil,BR,BRA,Bahia,,343230.0,1076812020,vitoria da conquista
Petrolina,Petrolina,-9.3928,-40.5078,Brazil,BR,BRA,Pernambuco,,337683.0,1076843988,petrolina
Uberaba,Uberaba,-19.7478,-47.9319,Brazil,BR,BRA,Minas Gerais,,333783.0,1076230331,uberaba
Ribeirão das Neves,Ribeirao Das Neves,-19.7669,-44.0869,Brazil,BR,BRA,Minas Gerais,,331045.0,1076482220,ribeirao das neves
Pelotas,Pelotas,-31.7719,-52.3425,Brazil,BR,BRA,Rio Grande do Sul,,328275.0,1076815692,pelotas
Canoas,Canoas,-29.92,-51.18,Brazil,BR,BRA,Rio Grande do Sul,,323827.0,1076009922,canoas
Taubaté,Taubate,-23.025,-45.5556,Brazil,BR,BRA,São Paulo,,317915.0,1076146252,taubate
Guarujá,Guaruja,-23.9936,-46.2564,Brazil,BR,BRA,São Paulo,,311230.0,1076832747,guaruja
Ponta Grossa,Ponta Grossa,-25.0994,-50.1583,Brazil,BR,BRA,Paraná,,311611.0,1076716439,ponta grossa
Taboão da Serra,Taboao Da Serra,-23.5328,-46.7994,Brazil,BR,BRA,São Paulo,,293652.0,1076000585,taboao da serra
Santarém,Santarem,-2.43,-54.72,Brazil,BR,BRA,Pará,,306480.0,1076256494,santarem
Paulista,Paulista,-7.9408,-34.8728,Brazil,BR,BRA,Pernambuco,,300466.0,1076183876,paulista
Limeira,Limeira,-22.565,-47.4019,Brazil,BR,BRA,São Paulo,,300911.0,1076508566,limeira
Praia Grande,Praia Grande,-24.0061,-46.4028,Brazil,BR,BRA,São Paulo,,299261.0,1076548222,praia grande
Petrópolis,Petropolis,-22.505,-43.1789,Brazil,BR,BRA,Rio de Janeiro,,298142.0,1076352504,petropolis
Várzea Grande,Varzea Grande,-15.65,-56.1333,Brazil,BR,BRA,Mato Grosso,,287526.0,1076359879,varzea grande
Camaçari,Camacari,-12.6978,-38.3239,Brazil,BR,BRA,Bahia,,286919.0,1076610862,camacari
Suzano,Suzano,-23.5428,-46.3108,Brazil,BR,BRA,São Paulo,,285280.0,1076830201,suzano
Cascavel,Cascavel,-24.9556,-53.4553,Brazil,BR,BRA,Paraná,,286205.0,1076509946,cascavel
Governador Valadares,Governador Valadares,-18.85,-41.9333,Brazil,BR,BRA,Minas Gerais,,281046.0,1076271003,governador valadares
Crato,Crato,-7.4639,-63.04,Brazil,BR,BRA,Amazonas,,273883.0,1076425706,crato
Volta Redonda,Volta Redonda,-22.5228,-44.1039,Brazil,BR,BRA,Rio de Janeiro,,273988.0,1076343513,volta redonda
Palmas,Palmas,-10.1844,-48.3336,Brazil,BR,BRA,Tocantins,admin,272726.0,1076052802,palmas
Sumaré,Sumare,-22.8219,-47.2669,Brazil,BR,BRA,São Paulo,,265955.0,1076684312,sumare
Marabá,Maraba,-5.35,-49.1167,Brazil,BR,BRA,Pará,,266932.0,1076974144,maraba
Barueri,Barueri,-23.5111,-46.8764,Brazil,BR,BRA,São Paulo,,262275.0,1076211114,barueri
São José dos Pinhais,Sao Jose Dos Pinhais,-25.535,-49.2058,Brazil,BR,BRA,Paraná,,264210.0,1076174955,sao jose dos pinhais
Mossoró,Mossoro,-5.1878,-37.3439,Brazil,BR,BRA,Rio Grande do Norte,,259815.0,1076461194,mossoro
Indaiatuba,Indaiatuba,-23.0903,-47.2181,Brazil,BR,BRA,São Paulo,,256223.0,1076347789,indaiatuba
Foz do Iguaçu,Foz Do Iguacu,-25.54,-54.5875,Brazil,BR,BRA,Paraná,,256088.0,1076025805,foz do iguacu
Gravataí,Gravatai,-29.9333,-50.9833,Brazil,BR,BRA,Rio Grande do Sul,,255660.0,1076919841,gravatai
São Carlos,Sao Carlos,-22.0,-47.8908,Brazil,BR,BRA,São Paulo,,254484.0,1076673445,sao carlos
São José,Sao Jose,-27.6,-48.6167,Brazil,BR,BRA,Santa Catarina,,250181.0,1076689151,sao jose
Juazeiro do Norte,Juazeiro Do Norte,-7.2,-39.3333,Brazil,BR,BRA,Ceará,,249939.0,1076912078,juazeiro do norte
Imperatriz,Imperatriz,-5.5333,-47.4833,Brazil,BR,BRA,Maranhão,,247505.0,1076486025,imperatriz
Americana,Americana,-22.7386,-47.3311,Brazil,BR,BRA,São Paulo,,244270.0,1076922153,americana
Santa Maria,Santa Maria,-29.6833,-53.8,Brazil,BR,BRA,Rio Grande do Sul,,243611.0,1076178738,santa maria
Ipatinga,Ipatinga,-19.5,-42.5333,Brazil,BR,BRA,Minas Gerais,,239468.0,1076484921,ipatinga
Marília,Marilia,-22.2139,-49.9458,Brazil,BR,BRA,São Paulo,,240590.0,1076042151,marilia
Novo Hamburgo,Novo Hamburgo,-29.6778,-51.1308,Brazil,BR,BRA,Rio Grande do Sul,,238940.0,1076221386,novo hamburgo
Viamão,Viamao,-30.0808,-51.0228,Brazil,BR,BRA,Rio Grande do Sul,,239384.0,1076314777,viamao
Jacareí,Jacarei,-23.3053,-45.9658,Brazil,BR,BRA,São Paulo,,235416.0,1076592769,jacarei
Macaé,Macae,-22.3708,-41.7869,Brazil,BR,BRA,Rio de Janeiro,,234628.0,1076074287,macae
Arapiraca,Arapiraca,-9.7519,-36.6608,Brazil,BR,BRA,Alagoas,,233047.0,1076615737,arapiraca
Cotia,Cotia,-23.6042,-46.9194,Brazil,BR,BRA,São Paulo,,229548.0,1076098590,cotia
Rondonópolis,Rondonopolis,-16.4667,-54.6333,Brazil,BR,BRA,Mato Grosso,,228857.0,1076627175,rondonopolis
Magé,Mage,-22.6528,-43.0408,Brazil,BR,BRA,Rio de Janeiro,,227322.0,1076385139,mage
Araraquara,Araraquara,-21.7939,-48.1758,Brazil,BR,BRA,São Paulo,,226508.0,1076251019,araraquara
Itapevi,Itapevi,-23.5489,-46.9342,Brazil,BR,BRA,São Paulo,,223404.0,1076008789,itapevi
Chapecó,Chapeco,-27.0958,-52.6178,Brazil,BR,BRA,Santa Catarina,,224013.0,1076258255,chapeco
Presidente Prudente,Presidente Prudente,-22.1256,-51.3889,Brazil,BR,BRA,São Paulo,,222192.0,1076239965,presidente prudente
Santa Luzia,Santa Luzia,-19.77,-43.8506,Brazil,BR,BRA,Minas Gerais,,220444.0,1076123204,santa luzia
Juazeiro,Juazeiro,-9.4306,-40.5028,Brazil,BR,BRA,Bahia,,220253.0,1076632040,juazeiro
Itabuna,Itabuna,-14.7858,-39.28,Brazil,BR,BRA,Bahia,,219680.0,1076003792,itabuna
Hortolândia,Hortolandia,-22.8583,-47.22,Brazil,BR,BRA,São Paulo,,215819.0,1076591779,hortolandia
Itaboraí,Itaborai,-22.7439,-42.8589,Brazil,BR,BRA,Rio de Janeiro,,218008.0,1076964860,itaborai
São Leopoldo,Sao Leopoldo,-29.76,-51.1469,Brazil,BR,BRA,Rio Grande do Sul,,214087.0,1076834293,sao leopoldo
Sete Lagoas,Sete Lagoas,-19.4658,-44.2469,Brazil,BR,BRA,Minas Gerais,,214152.0,1076863850,sete lagoas
Divinópolis,Divinopolis,-20.1389,-44.8839,Brazil,BR,BRA,Minas Gerais,,213016.0,1076716552,divinopolis
Colombo,Colombo,-25.2919,-49.2239,Brazil,BR,BRA,Paraná,,212967.0,1076976439,colombo
Criciúma,Criciuma,-28.6775,-49.3697,Brazil,BR,BRA,Santa Catarina,,211369.0,1076000206,criciuma
Maracanaú,Maracanau,-3.8667,-38.6333,Brazil,BR,BRA,Ceará,,209057.0,1076848743,maracanau
Santo Agostinho,Santo Agostinho,-8.2897,-35.03,Brazil,BR,BRA,Pernambuco,,208944.0,1076363089,santo agostinho
Passo Fundo,Passo Fundo,-28.25,-52.4,Brazil,BR,BRA,Rio Grande do Sul,,204722.0,1076763340,passo fundo
Parnamirim,Parnamirim,-5.9167,-35.25,Brazil,BR,BRA,Rio Grande do Norte,,202456.0,1076600360,parnamirim
Rio Claro,Rio Claro,-22.4108,-47.5608,Brazil,BR,BRA,São Paulo,,199961.0,1076411428,rio claro
Alvorada,Alvorada,-29.9897,-51.0833,Brazil,BR,BRA,Rio Grande do Sul,,195673.0,1076999998,alvorada
Araçatuba,Aracatuba,-21.2089,-50.4328,Brazil,BR,BRA,São Paulo,,198129.0,1076630308,aracatuba
Rio Grande,Rio Grande,-32.035,-52.0986,Brazil,BR,BRA,Rio Grande do Sul,,197228.0,1076567920,rio grande
Castanhal,Castanhal,-1.2969,-47.9219,Brazil,BR,BRA,Pará,,192571.0,1076216938,castanhal
Ferraz de Vasconcelos,Ferraz De Vasconcelos,-23.5411,-46.3689,Brazil,BR,BRA,São Paulo,,184700.0,1076173995,ferraz de vasconcelos
Santa Bárbara d’Oeste,Santa Barbara D'Oeste,-22.7544,-47.4142,Brazil,BR,BRA,São Paulo,,190139.0,1076199404,santa barbara d'oeste
Cachoeiro de Itapemirim,Cachoeiro De Itapemirim,-20.8489,-41.1128,Brazil,BR,BRA,Espírito Santo,,189889.0,1076536175,cachoeiro de itapemirim
Angra dos Reis,Angra Dos Reis,-23.0067,-44.3181,Brazil,BR,BRA,Rio de Janeiro,,188276.0,1076039737,angra dos reis
Sobral,Sobral,-3.6739,-40.2389,Brazil,BR,BRA,Ceará,,188233.0,1076577102,sobral
Cabo Frio,Cabo Frio,-22.8789,-42.0189,Brazil,BR,BRA,Rio de Janeiro,,186227.0,1076449553,cabo frio
Nossa Senhora do Socorro,Nossa Senhora Do Socorro,-10.855,-37.0592,Brazil,BR,BRA,Sergipe,,185706.0,1076881156,nossa senhora do socorro
Itajaí,Itajai,-26.9,-48.6667,Brazil,BR,BRA,Santa Catarina,,183373.0,1076348188,itajai
Dourados,Dourados,-22.2208,-54.8058,Brazil,BR,BRA,Mato Grosso do Sul,,182747.0,1076544482,dourados
Nova Friburgo,Nova Friburgo,-22.2819,-42.5311,Brazil,BR,BRA,Rio de Janeiro,,182082.0,1076922983,nova friburgo
Ilhéus,Ilheus,-14.7889,-39.0489,Brazil,BR,BRA,Bahia,,180213.0,1076021121,ilheus
Barra Mansa,Barra Mansa,-22.5439,-44.1708,Brazil,BR,BRA,Rio de Janeiro,,179915.0,1076686083,barra mansa
Linhares,Linhares,-19.3894,-40.0678,Brazil,BR,BRA,Espírito Santo,,176688.0,1076355611,linhares
Rio Verde,Rio Verde,-17.745,-50.9167,Brazil,BR,BRA,Goiás,,176424.0,1076844683,rio verde
Luziânia,Luziania,-16.2528,-47.95,Brazil,BR,BRA,Goiás,,174531.0,1076073549,luziania
São Caetano do Sul,Sao Caetano Do Sul,-23.7,-46.55,Brazil,BR,BRA,São Paulo,,161957.0,1076527920,sao caetano do sul
Francisco Morato,Francisco Morato,-23.2817,-46.7425,Brazil,BR,BRA,São Paulo,,168243.0,1076808330,francisco morato
Itapecerica da Serra,Itapecerica Da Serra,-23.7172,-46.8494,Brazil,BR,BRA,São Paulo,,167236.0,1076163359,itapecerica da serra
Guarapuava,Guarapuava,-25.3833,-51.45,Brazil,BR,BRA,Paraná,,167328.0,1076415327,guarapuava
Itu,Itu,-23.2642,-47.2992,Brazil,BR,BRA,São Paulo,,167095.0,1076622789,itu
Teresópolis,Teresopolis,-22.4119,-42.9658,Brazil,BR,BRA,Rio de Janeiro,,163746.0,1076000296,teresopolis
São José de Ribamar,Sao Jose De Ribamar,-2.55,-44.05,Brazil,BR,BRA,Maranhão,,163045.0,1076976057,sao jose de ribamar
Jequié,Jequie,-13.863,-40.0843,Brazil,BR,BRA,Bahia,,161528.0,1076558785,jequie
Ibirité,Ibirite,-20.0219,-44.0589,Brazil,BR,BRA,Minas Gerais,,158954.0,1076368194,ibirite
Bragança Paulista,Braganca Paulista,-22.9531,-46.5422,Brazil,BR,BRA,São Paulo,,160665.0,1076245528,braganca paulista
Pindamonhangaba,Pindamonhangaba,-22.9239,-45.4617,Brazil,BR,BRA,São Paulo,,160614.0,1076937468,pindamonhangaba
Teixeira de Freitas,Teixeira De Freitas,-17.5403,-39.7437,Brazil,BR,BRA,Bahia,,157804.0,1076918835,teixeira de freitas
Camarajibe,Camarajibe,-8.0219,-34.9808,Brazil,BR,BRA,Pernambuco,,155054.0,1076738662,camarajibe
Itapetininga,Itapetininga,-23.5917,-48.0531,Brazil,BR,BRA,São Paulo,,157016.0,1076425970,itapetininga
Lajes,Lajes,-27.8158,-50.3258,Brazil,BR,BRA,Santa Catarina,,156727.0,1076517475,lajes
Timon,Timon,-5.0939,-42.8369,Brazil,BR,BRA,Maranhão,,155460.0,1076758286,timon
Caxias,Caxias,-4.8589,-43.3558,Brazil,BR,BRA,Maranhão,,155129.0,1076325693,caxias
Alagoinhas,Alagoinhas,-12.1358,-38.4189,Brazil,BR,BRA,Bahia,,154495.0,1076155953,alagoinhas
Barreiras,Barreiras,-12.1483,-44.9925,Brazil,BR,BRA,Bahia,,153918.0,1076854674,barreiras
Poços de Caldas,Pocos De Caldas,-21.7878,-46.5608,Brazil,BR,BRA,Minas Gerais,,152435.0,1076336113,pocos de caldas
Abaetetuba,Abaetetuba,-1.7178,-48.8828,Brazil,BR,BRA,Pará,,151934.0,1076974632,abaetetuba
Patos de Minas,Patos De Minas,-18.5817,-46.5147,Brazil,BR,BRA,Minas Gerais,,150833.0,1076100026,patos de minas
Pôrto Seguro,Porto Seguro,-16.4333,-39.0833,Brazil,BR,BRA,Bahia,,150658.0,1076932180,porto seguro
Araguaína,Araguaina,-7.1908,-48.2069,Brazil,BR,BRA,Tocantins,,150484.0,1076632868,araguaina
Mogi Guaçu,Mogi Guacu,-22.3719,-46.9419,Brazil,BR,BRA,São Paulo,,147233.0,1076749992,mogi guacu
Franco da Rocha,Franco Da Rocha,-23.3286,-46.7244,Brazil,BR,BRA,São Paulo,,145755.0,1076071582,franco da rocha
Parnaíba,Parnaiba,-2.905,-41.7769,Brazil,BR,BRA,Piauí,,145705.0,1076568871,parnaiba
Jaú,Jau,-22.2958,-48.5578,Brazil,BR,BRA,São Paulo,,143283.0,1076312559,jau
Jaraguá do Sul,Jaragua Do Sul,-26.4833,-49.0667,Brazil,BR,BRA,Santa Catarina,,143123.0,1076588128,jaragua do sul
Rio das Ostras,Rio Das Ostras,-22.5269,-41.945,Brazil,BR,BRA,Rio de Janeiro,,141117.0,1076148122,rio das ostras
Paranaguá,Paranagua,-25.5208,-48.5094,Brazil,BR,BRA,Paraná,,140469.0,1076265266,paranagua
Botucatu,Botucatu,-22.8858,-48.445,Brazil,BR,BRA,São Paulo,,139483.0,1076113865,botucatu
Brusque,Brusque,-27.0949,-48.9148,Brazil,BR,BRA,Santa Catarina,,137689.0,1076418225,brusque
Palhoça,Palhoca,-27.6444,-48.6678,Brazil,BR,BRA,Santa Catarina,,137334.0,1076000559,palhoca
Atibaia,Atibaia,-23.1172,-46.5506,Brazil,BR,BRA,São Paulo,,137187.0,1076042485,atibaia
Garanhuns,Garanhuns,-8.8903,-36.4928,Brazil,BR,BRA,Pernambuco,,136949.0,1076673653,garanhuns
Santa Rita,Santa Rita,-7.1139,-34.9778,Brazil,BR,BRA,Paraíba,,134940.0,1076661082,santa rita
Teófilo Otoni,Teofilo Otoni,-17.8578,-41.505,Brazil,BR,BRA,Minas Gerais,,134745.0,1076465745,teofilo otoni
Marituba,Marituba,-10.2833,-36.4,Brazil,BR,BRA,Alagoas,,133685.0,1076858443,marituba
Jandira,Jandira,-23.5278,-46.9028,Brazil,BR,BRA,São Paulo,,126356.0,1076873964,jandira
Sinop,Sinop,-11.8481,-55.6492,Brazil,BR,BRA,Mato Grosso,,132934.0,1076876295,sinop
Cametá,Cameta,-2.2439,-49.4958,Brazil,BR,BRA,Pará,,132515.0,1076010069,cameta
Cubatão,Cubatao,-23.8953,-46.4256,Brazil,BR,BRA,São Paulo,,131626.0,1076384228,cubatao
Ji-Paraná,Ji-Parana,-10.8853,-61.9517,Brazil,BR,BRA,Rondônia,,131560.0,1076313540,ji-parana
Pouso Alegre,Pouso Alegre,-22.2281,-45.9336,Brazil,BR,BRA,Minas Gerais,,130615.0,1076082333,pouso alegre
Vitória de Santo Antão,Vitoria De Santo Antao,-8.1264,-35.3075,Brazil,BR,BRA,Pernambuco,,129974.0,1076843224,vitoria de santo antao
Araras,Araras,-22.3572,-47.3844,Brazil,BR,BRA,São Paulo,,128895.0,1076656148,araras
Maricá,Marica,-22.9189,-42.8189,Brazil,BR,BRA,Rio de Janeiro,,127461.0,1076927018,marica
Balneário de Camboriú,Balneario De Camboriu,-26.9953,-48.6356,Brazil,BR,BRA,Santa Catarina,,124557.0,1076385564,balneario de camboriu
Santana de Parnaíba,Santana De Parnaiba,-23.4439,-46.9178,Brazil,BR,BRA,São Paulo,,126574.0,1076401391,santana de parnaiba
Sabará,Sabara,-19.8858,-43.8069,Brazil,BR,BRA,Minas Gerais,,126269.0,1076006379,sabara
Barbacena,Barbacena,-21.2167,-43.7667,Brazil,BR,BRA,Minas Gerais,,126284.0,1076877003,barbacena
Uruguaiana,Uruguaiana,-29.755,-57.0878,Brazil,BR,BRA,Rio Grande do Sul,,125435.0,1076680267,uruguaiana
Resende,Resende,-22.4689,-44.4469,Brazil,BR,BRA,Rio de Janeiro,,125214.0,1076678781,resende
Varginha,Varginha,-21.5517,-45.43,Brazil,BR,BRA,Minas Gerais,,123081.0,1076731794,varginha
Santana,Santana,-0.035,-51.175,Brazil,BR,BRA,Amapá,,123096.0,1076974952,santana
Itatiba,Itatiba,-23.0058,-46.8389,Brazil,BR,BRA,São Paulo,,122581.0,1076747401,itatiba
Bragança,Braganca,-1.0628,-46.7728,Brazil,BR,BRA,Pará,,122881.0,1076855072,braganca
Barretos,Barretos,-20.5569,-48.5678,Brazil,BR,BRA,São Paulo,,122833.0,1076042195,barretos
Bento Gonçalves,Bento Goncalves,-29.1708,-51.5189,Brazil,BR,BRA,Rio Grande do Sul,,121803.0,1076492877,bento goncalves
Guarapari,Guarapari,-20.65,-40.5,Brazil,BR,BRA,Espírito Santo,,121506.0,1076076726,guarapari
Ribeirão Pires,Ribeirao Pires,-23.7153,-46.4194,Brazil,BR,BRA,São Paulo,,120396.0,1076050419,ribeirao pires
Apucarana,Apucarana,-23.5508,-51.4608,Brazil,BR,BRA,Paraná,,120919.0,1076256387,apucarana
Valinhos,Valinhos,-22.9706,-46.9958,Brazil,BR,BRA,São Paulo,minor,120258.0,1076809155,valinhos
Cachoeirinha,Cachoeirinha,-29.9508,-51.0939,Brazil,BR,BRA,Rio Grande do Sul,,118278.0,1076573967,cachoeirinha
Sertãozinho,Sertaozinho,-21.1381,-47.9906,Brazil,BR,BRA,São Paulo,,120152.0,1076989194,sertaozinho
Poá,Poa,-23.5286,-46.345,Brazil,BR,BRA,São Paulo,,113793.0,1076905631,poa
Várzea Paulista,Varzea Paulista,-23.2114,-46.8283,Brazil,BR,BRA,São Paulo,,116601.0,1076046083,varzea paulista
Catanduva,Catanduva,-21.1378,-48.9728,Brazil,BR,BRA,São Paulo,,119480.0,1076772178,catanduva
Toledo,Toledo,-24.7139,-53.7428,Brazil,BR,BRA,Paraná,,119313.0,1076312600,toledo
